method,k,mean,std,min,max
method_2,235,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,237,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,239,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,241,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,243,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,245,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,247,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,249,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,251,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,253,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,255,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,257,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,259,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,261,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,263,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,265,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,267,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,269,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,271,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,273,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,275,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,277,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,279,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,281,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
